"Manufacturer";"Varient";"Details";"India_Locations";"Model";"Distance_Travelled";"Fuel_Type";"Engine_Capacity";"Transmission";"Price_INR"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2019";"67000";"Petrol";"1300";"Manual";"3600000"
"Audi";"A";"1.4 TFSI  ";"Mahbubnagar";"2018";"12250";"Petrol";"1400";"Automatic";"15500000"
"Toyota";"Corolla";"GLi Special Edition 1.6 ";"Mahbubnagar";"2000";"150000";"Petrol";"1600";"Manual";"1380000"
"Suzuki";"Mehran";"VXR Euro II ";"Mahbubnagar";"2019";"71000";"Petrol";"800";"Manual";"1480000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mahbubnagar";"2018";"94000";"Petrol";"1800";"Automatic";"5500000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2018";"70000";"Petrol";"1300";"Manual";"3350000"
"Toyota";"Pixis Epoch";"L ";"Mahbubnagar";"2013";"160000";"Petrol";"660";"Automatic";"2050000"
"Honda";"Civic";"Turbo 1.5 VTEC CVT ";"Mahbubnagar";"2016";"135000";"Petrol";"1500";"Automatic";"4800000"
"Toyota";"Yaris";"ATIV CVT 1.3 ";"Mahbubnagar";"2021";"47000";"Petrol";"1300";"Automatic";"4600000"
"Suzuki";"Mehran";"VX Euro II ";"Mahbubnagar";"2017";"30000";"Petrol";"796";"Manual";"1150000"
"Toyota";"Hilux";"Revo G 2.4 ";"Mahbubnagar";"2017";"34000";"Diesel";"2400";"Automatic";"15000000"
"Honda";"Civic Rebirth";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mahbubnagar";"2015";"95000";"Petrol";"1800";"Automatic";"4750000"
"Honda";"Civic";"VTi 1.6 ";"Mahbubnagar";"2004";"255000";"Petrol";"1600";"Manual";"1500000"
"Honda";"City";"1.5 i-VTEC ";"Mahbubnagar";"2010";"12345";"Petrol";"1500";"Manual";"1940000"
"Suzuki";"Swift";"DLX 1.3 Navigation  ";"Mahbubnagar";"2019";"100200";"Petrol";"1300";"Manual";"2850000"
"Honda";"Civic";"1.5 RS Turbo ";"Mahbubnagar";"2020";"70000";"Petrol";"1500";"Automatic";"7000000"
"Honda";"HR-V";"VTi-S ";"Mahbubnagar";"2023";"2600";"Petrol";"1500";"Automatic";"8150000"
"Proton";"X";"Premium FWD ";"Mahbubnagar";"2022";"54000";"Petrol";"1500";"Automatic";"8500000"
"Toyota";"Corolla Indus";"GLi 1.6 ";"Mahbubnagar";"2000";"123456";"Petrol";"1600";"Manual";"1285000"
"Toyota";"Prado";"RZ 3.0D (3-Door) ";"Mahbubnagar";"1996";"200000";"Diesel";"3000";"Automatic";"5000000"
"BMW";"";"730d ";"Mahbubnagar";"2004";"200000";"Diesel";"3000";"Automatic";"5000000"
"Suzuki";"Bolan";"VX Euro II ";"Mahbubnagar";"2015";"8000";"Petrol";"800";"Manual";"1025000"
"Proton";"X";"Premium FWD ";"Mahbubnagar";"2022";"54000";"Petrol";"1500";"Automatic";"8500000"
"Toyota";"Prado";"TX L Package 2.7 ";"Mahbubnagar";"2018";"52000";"Petrol";"2700";"Automatic";"33500000"
"Suzuki";"Wagon R";"AGS ";"Mahbubnagar";"2020";"62300";"Petrol";"1000";"Automatic";"3000000"
"Nissan";"Sunny";"FE saloon 2.0D ";"Mahbubnagar";"2002";"94000";"Diesel";"1973";"Manual";"1800000"
"Suzuki";"Mehran";"VXR (CNG) ";"Mahbubnagar";"2007";"410100";"Petrol";"800";"Manual";"640000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2019";"64648";"Petrol";"1300";"Manual";"3690000"
"Suzuki";"Cultus";"VXR ";"Mahbubnagar";"2018";"75000";"Petrol";"1000";"Manual";"2450000"
"Suzuki";"Wagon R";"VXL ";"Mahbubnagar";"2022";"13500";"Petrol";"1000";"Manual";"3249000"
"Mercedes";"Benz C Class";"C200 ";"Mahbubnagar";"2011";"110000";"Petrol";"1800";"Automatic";"7100000"
"Toyota";"Passo";"G F Package ";"Mahbubnagar";"2007";"12345";"Petrol";"1000";"Automatic";"1725000"
"Toyota";"Corolla";"Altis Automatic 1.8 ";"Mahbubnagar";"2007";"12345";"Petrol";"1800";"Automatic";"1900000"
"Suzuki";"Swift";"DLX 1.3 Navigation  ";"Mahbubnagar";"2017";"93000";"Petrol";"1300";"Manual";"2550000"
"Suzuki";"Cultus";"VXR ";"Mahbubnagar";"2006";"84385";"Petrol";"1000";"Manual";"900000"
"Toyota";"Corolla";"Altis Grande CVT-i 1.8 ";"Mahbubnagar";"2018";"93000";"Petrol";"1798";"Automatic";"5300000"
"Changan";"Karvaan";"Base Model 1.0 ";"Mahbubnagar";"2022";"35000";"Petrol";"1000";"Manual";"2300000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Mahbubnagar";"2022";"18500";"Petrol";"1598";"Automatic";"6350000"
"Toyota";"Premio";"X 1.8 ";"Mahbubnagar";"2010";"125";"Petrol";"1800";"Automatic";"5660000"
"Suzuki";"Mehran";"VX Euro II ";"Mahbubnagar";"2014";"100000";"Petrol";"796";"Manual";"1130000"
"Suzuki";"Ravi";"Euro II ";"Mahbubnagar";"2020";"57000";"Petrol";"800";"Manual";"1600000"
"Suzuki";"Swift";"GLX CVT ";"Mahbubnagar";"2022";"10000";"Petrol";"1242";"Automatic";"4800000"
"Toyota";"Belta";"X Business A Package 1.3 ";"Mahbubnagar";"2006";"200000";"Petrol";"1300";"Automatic";"2395000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mahbubnagar";"2021";"13000";"Petrol";"1800";"Automatic";"6860000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Mahbubnagar";"2021";"30000";"Petrol";"1600";"Automatic";"5700000"
"Suzuki";"Swift";"DLX 1.3 ";"Mahbubnagar";"2016";"97929";"Petrol";"1300";"Manual";"2380000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2020";"50000";"Petrol";"1300";"Manual";"3990000"
"Suzuki";"Swift";"DLX 1.3 ";"Mahbubnagar";"2016";"97929";"Petrol";"1300";"Manual";"2350000"
"Daihatsu";"Move";"Custom RS SA ";"Mahbubnagar";"2016";"90000";"Petrol";"660";"Automatic";"3075000"
"Toyota";"Corolla";"2.0D Saloon ";"Mahbubnagar";"2004";"155000";"Diesel";"2000";"Manual";"1650000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Mahbubnagar";"2021";"34000";"Petrol";"1600";"Automatic";"5800000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Mahbubnagar";"2018";"96000";"Petrol";"1300";"Manual";"4500000"
"Daihatsu";"Boon";"Cilq ";"Mahbubnagar";"2018";"57000";"Petrol";"996";"Automatic";"4000000"
"Mitsubishi";"Lancer";"GL ";"Mahbubnagar";"2005";"118000";"Petrol";"1300";"Manual";"1050000"
"Toyota";"Prado";"TX Limited 3.0D ";"Mahbubnagar";"2005";"155000";"Diesel";"3000";"Automatic";"9700000"
"Honda";"Civic Eagle Eye";"VTi Oriel 1.6 ";"Mahbubnagar";"2006";"120000";"Petrol";"1600";"Manual";"1100000"
"Honda";"Civic Reborn";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mahbubnagar";"2012";"165000";"Petrol";"1800";"Automatic";"2510000"
"Suzuki";"Wagon R";"VXL ";"Mahbubnagar";"2019";"75000";"Petrol";"1000";"Manual";"2150000"
"Honda";"Civic";"VTi Prosmatec 1.8 i-VTEC ";"Mahbubnagar";"2007";"188000";"Petrol";"1800";"Automatic";"2350000"
"Toyota";"Hilux";"D-4D Automatic ";"Mahbubnagar";"2010";"149000";"Diesel";"3000";"Automatic";"6150000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mahbubnagar";"2018";"90000";"Petrol";"1800";"Automatic";"5650000"
"Suzuki";"Cultus";"Limited Edition ";"Mahbubnagar";"2014";"99000";"Petrol";"1000";"Manual";"1750000"
"Toyota";"Corolla";"GLi Automatic 1.3 VVTi ";"Mahbubnagar";"2018";"82000";"Petrol";"1300";"Automatic";"4600000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mahbubnagar";"2018";"61500";"Petrol";"1800";"Automatic";"5570000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2021";"48500";"Petrol";"1300";"Manual";"3895000"
"Suzuki";"FX";"GA ";"Mahbubnagar";"1985";"100000";"Petrol";"800";"Manual";"380000"
"Honda";"BR-V";"i-VTEC ";"Mahbubnagar";"2018";"109000";"Petrol";"1500";"Automatic";"4200000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Mahbubnagar";"2015";"100000";"Petrol";"1300";"Manual";"3200000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mahbubnagar";"2020";"19500";"Petrol";"1800";"Automatic";"6860000"
"Suzuki";"Mehran";"VXR ";"Mahbubnagar";"2019";"80";"Petrol";"800";"Manual";"1450000"
"Mercedes";"Benz E Class";"E200 ";"Mahbubnagar";"2003";"133000";"Petrol";"1800";"Automatic";"4500000"
"Toyota";"Land Cruiser";"VX Limited 4.2D ";"Mahbubnagar";"1995";"156000";"Diesel";"4200";"Automatic";"4000000"
"Toyota";"Fortuner";"Legender  ";"Mahbubnagar";"2023";"500";"Diesel";"2800";"Automatic";"21000000"
"Suzuki";"Wagon R";"VXL ";"Mahbubnagar";"2021";"30000";"Petrol";"1000";"Manual";"2800000"
"Daihatsu";"Cuore";"CL ";"Mahbubnagar";"2008";"200000";"Petrol";"800";"Manual";"850000"
"Suzuki";"Bolan";"VX Euro II ";"Mahbubnagar";"2013";"1";"Petrol";"800";"Manual";"1120000"
"Honda";"City";"i-DSI Vario ";"Mahbubnagar";"2007";"130000";"Petrol";"1300";"Automatic";"1850000"
"Toyota";"Passo";"G 1.0 ";"Mahbubnagar";"2010";"87000";"Petrol";"1000";"Automatic";"2650000"
"Toyota";"Corolla Fielder";"G ";"Mahbubnagar";"2018";"115000";"Petrol";"1500";"Automatic";"6700000"
"Toyota";"Corolla";"Altis Grande CVT-i 1.8 ";"Mahbubnagar";"2014";"125000";"Petrol";"1798";"Automatic";"4000000"
"Honda";"Civic";"Oriel 1.8 i-VTEC CVT ";"Mahbubnagar";"2021";"28000";"Petrol";"1800";"Automatic";"6950000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Beige Interior ";"Mahbubnagar";"2023";"58";"Petrol";"1799";"Automatic";"8150000"
"Suzuki";"Wagon R";"VXL ";"Mahbubnagar";"2019";"48000";"Petrol";"1000";"Manual";"2400000"
"Suzuki";"Mehran";"VXR ";"Mahbubnagar";"2012";"60000";"Petrol";"800";"Manual";"860000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Mahbubnagar";"2022";"22000";"Petrol";"1598";"Automatic";"6100000"
"Toyota";"Vitz";"F 1.0 ";"Mahbubnagar";"2016";"97000";"Petrol";"1000";"Automatic";"3400000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Black Interior ";"Mahbubnagar";"2021";"2600";"Petrol";"1800";"Automatic";"7250000"
"Suzuki";"Swift";"GL CVT ";"Mahbubnagar";"2022";"9500";"Petrol";"1200";"Automatic";"4600000"
"Toyota";"Camry";"G ";"Mahbubnagar";"2007";"95000";"Petrol";"2400";"Automatic";"3200000"
"Nissan";"Dayz";"Highway star G ";"Mahbubnagar";"2014";"84000";"Petrol";"660";"Automatic";"2550000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2011";"135000";"Petrol";"1300";"Manual";"2600000"
"Hyundai";"Tucson";"AWD A/T Ultimate ";"Mahbubnagar";"2022";"30000";"Petrol";"2000";"Automatic";"8800000"
"Mitsubishi";"Pajero";"Exceed 3.5 ";"Mahbubnagar";"1999";"145000";"Petrol";"3500";"Automatic";"3600000"
"Toyota";"Corolla";"XE ";"Mahbubnagar";"1994";"100000";"Petrol";"1300";"Manual";"1500000"
"Suzuki";"Swift";"DLX 1.3 ";"Mahbubnagar";"2014";"83000";"Petrol";"1300";"Manual";"2070000"
"Toyota";"Corolla";"GLi Automatic 1.3 VVTi ";"Mahbubnagar";"2017";"97000";"Petrol";"1300";"Automatic";"3900000"
"Suzuki";"Bolan";"VX ";"Mahbubnagar";"1994";"111";"Petrol";"800";"Manual";"550000"
"DFSK";"Glory";"Pro ";"Mahbubnagar";"2022";"1516";"Petrol";"1500";"Automatic";"6700000"
"DFSK";"Glory";"Pro ";"Mahbubnagar";"2022";"23000";"Petrol";"1498";"Automatic";"6550000"
"MG";"HS";"Trophy ";"Mahbubnagar";"2021";"44000";"Petrol";"1500";"Automatic";"7200000"
"Suzuki";"Alto";"GII ";"Mahbubnagar";"2007";"88000";"Petrol";"660";"Automatic";"1630000"
"Suzuki";"Mehran";"VXR Euro II ";"Mahbubnagar";"2013";"30000";"Petrol";"796";"Manual";"875000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Mahbubnagar";"2015";"150000";"Petrol";"1300";"Manual";"3250000"
"Suzuki";"Baleno";"GLi P ";"Mahbubnagar";"2000";"180000";"Petrol";"1300";"Manual";"1040000"
"Honda";"HR-V";"VTi-S ";"Mahbubnagar";"2022";"6000";"Petrol";"1500";"Automatic";"8300000"
"Toyota";"Corolla";"GLi Automatic 1.3 VVTi ";"Mahbubnagar";"2019";"68910";"Petrol";"1300";"Automatic";"4560000"
"Suzuki";"Liana";"RXi ";"Mahbubnagar";"2006";"215000";"Petrol";"1300";"Manual";"1350000"
"Suzuki";"Alto";"F ";"Mahbubnagar";"2010";"150000";"Petrol";"660";"Automatic";"2070000"
"Suzuki";"Mehran";"VX Euro II ";"Mahbubnagar";"2017";"65000";"Petrol";"796";"Manual";"1220000"
"Changan";"Karvaan";"Base Model 1.0 ";"Mahbubnagar";"2021";"19000";"Petrol";"999";"Manual";"2280000"
"Suzuki";"Cultus";"VXL ";"Mahbubnagar";"2021";"45000";"Petrol";"1000";"Manual";"3350000"
"Toyota";"Corolla";"Altis Grande CVT-i 1.8 ";"Mahbubnagar";"2017";"85000";"Petrol";"1800";"Automatic";"5350000"
"Honda";"Fit";"1.5 Hybrid RS ";"Mahbubnagar";"2014";"117000";"Hybrid";"1500";"Automatic";"3450000"
"Honda";"City";"1.5 i-VTEC ";"Mahbubnagar";"2017";"82000";"Petrol";"1500";"Manual";"3600000"
"Chevrolet";"Optra";"1.6 Automatic ";"Mahbubnagar";"2005";"170000";"Petrol";"1600";"Automatic";"1370000"
"Honda";"Civic Reborn";"VTi 1.8 i-VTEC ";"Mahbubnagar";"2006";"250000";"Petrol";"1800";"Manual";"2200000"
"Honda";"Civic Reborn";"VTi 1.8 i-VTEC ";"Mahbubnagar";"2008";"230000";"Petrol";"1800";"Manual";"1690000"
"Suzuki";"Alto";"VXL AGS ";"Mahbubnagar";"2022";"17000";"Petrol";"660";"Automatic";"2890000"
"Honda";"City";"EXi S ";"Mahbubnagar";"2003";"115000";"Petrol";"1300";"Manual";"1675000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2021";"34500";"Petrol";"1300";"Manual";"4150000"
"Honda";"Civic EG";"EX ";"Mahbubnagar";"1995";"12345";"Petrol";"1500";"Manual";"780000"
"Suzuki";"Mehran";"VX ";"Mahbubnagar";"2012";"1234";"Petrol";"800";"Manual";"860000"
"Suzuki";"Swift";"GLX CVT ";"Mahbubnagar";"2022";"19000";"Petrol";"1242";"Automatic";"4610000"
"Suzuki";"Mehran";"VXR Euro II ";"Mahbubnagar";"2015";"98000";"Petrol";"800";"Manual";"1200000"
"Honda";"City";"EXi ";"Mahbubnagar";"2003";"123456";"Petrol";"1300";"Manual";"1100000"
"Toyota";"Corolla";"XLi VVTi ";"Mahbubnagar";"2009";"135000";"Petrol";"1300";"Manual";"1850000"
"Suzuki";"Mehran";"VX ";"Mahbubnagar";"2007";"100000";"Petrol";"800";"Manual";"680000"
"Suzuki";"Alto";"VXR AGS ";"Mahbubnagar";"2022";"1300";"Petrol";"660";"Automatic";"2860000"
"Suzuki";"Mehran";"VX ";"Mahbubnagar";"2008";"50000";"Petrol";"800";"Manual";"820000"
"Suzuki";"Cultus";"VXRi ";"Mahbubnagar";"2011";"44000";"Petrol";"1000";"Manual";"1300000"
"Toyota";"Fortuner";"2.8 Sigma 4 ";"Mahbubnagar";"2021";"15500";"Diesel";"2800";"Automatic";"17400000"
"Toyota";"Corolla";"Altis Grande X CVT-i 1.8 Black Interior ";"Mahbubnagar";"2021";"50000";"Petrol";"1798";"Automatic";"6600000"
"Honda";"Civic";"VTi Oriel Prosmatec 1.8 i-VTEC ";"Mahbubnagar";"2015";"70000";"Petrol";"1800";"Automatic";"4870000"
"Toyota";"Corolla";"XLi ";"Mahbubnagar";"2004";"200000";"Petrol";"1300";"Manual";"1550000"
"Toyota";"Corolla";"Altis X Automatic 1.6 ";"Mahbubnagar";"2021";"43000";"Petrol";"1598";"Automatic";"5890000"
"Toyota";"Hilux";"Double Cab ";"Mahbubnagar";"2001";"450447";"Diesel";"3000";"Manual";"2900000"
"Toyota";"C-HR";"S ";"Mahbubnagar";"2017";"85000";"Hybrid";"1797";"Automatic";"9200000"
"Toyota";"Land Cruiser";"ZX ";"Mahbubnagar";"2016";"42000";"Petrol";"4600";"Automatic";"40500000"
"Toyota";"Land Cruiser";"79 Series 30th Anniversary ";"Mahbubnagar";"1987";"200000";"Diesel";"4000";"Manual";"3850000"
"Toyota";"Lucida";"X ";"Mahbubnagar";"1992";"80000";"Petrol";"2400";"Automatic";"1800000"
"Honda";"Civic EG";"EX ";"Mahbubnagar";"1995";"150000";"Petrol";"1500";"Manual";"850000"
"Toyota";"Corolla";"XLi VVTi Limited Edition ";"Mahbubnagar";"2010";"170000";"Petrol";"1300";"Manual";"2050000"
"Suzuki";"Cultus";"EURO II ";"Mahbubnagar";"2012";"123789";"Petrol";"1000";"Manual";"1375000"
"Toyota";"Land Cruiser";"ZX ";"Mahbubnagar";"2017";"42000";"Petrol";"4600";"Automatic";"48000000"
"Lexus";"LX Series";"LX570 ";"Mahbubnagar";"2017";"25000";"Petrol";"5700";"Automatic";"74500000"
"Toyota";"Corolla Fielder";"X ";"Mahbubnagar";"2007";"160000";"Petrol";"1500";"Automatic";"2850000"
"Hyundai";"Tucson";"AWD A/T Ultimate ";"Mahbubnagar";"2022";"10000";"Petrol";"2000";"Automatic";"9000000"
"Suzuki";"Alto";"VXR ";"Mahbubnagar";"2022";"15000";"Petrol";"660";"Manual";"2625000"
"Suzuki";"Cultus";"Limited Edition ";"Mahbubnagar";"2016";"28000";"Petrol";"1000";"Manual";"1580000"
"Honda";"Civic";"1.5 RS Turbo ";"Mahbubnagar";"2022";"32000";"Petrol";"1500";"Automatic";"10000000"
"Toyota";"Land Cruiser";"VX Limited 4.7 ";"Mahbubnagar";"2002";"68000";"Petrol";"4700";"Automatic";"15000000"
"Toyota";"C-HR";"G-LED ";"Mahbubnagar";"2017";"95000";"Hybrid";"1800";"Automatic";"8750000"
"Suzuki";"Every";"PA ";"Mahbubnagar";"2012";"118000";"Petrol";"660";"Automatic";"1990000"
"Suzuki";"Wagon R";"VXL ";"Mahbubnagar";"2022";"12000";"Petrol";"1000";"Manual";"3000000"
"Proton";"X";"Premium FWD ";"Mahbubnagar";"2022";"15000";"Petrol";"1500";"Automatic";"8950000"
"Changan";"Alsvin";"1.5L DCT Lumiere ";"Mahbubnagar";"2021";"34236";"Petrol";"1500";"Automatic";"4075000"
"Suzuki";"Cultus";"Limited Edition ";"Mahbubnagar";"2016";"36000";"Petrol";"1000";"Manual";"1820000"
"Suzuki";"Wagon R";"VXL ";"Mahbubnagar";"2014";"149000";"Petrol";"1000";"Manual";"1850000"
"Honda";"Civic";"Oriel ";"Mahbubnagar";"2023";"2";"Petrol";"1500";"Automatic";"9500000"
"Daihatsu";"Cast";"Activa G SA III ";"Mahbubnagar";"2018";"53000";"Petrol";"660";"Automatic";"3200000"
"Toyota";"Prado";"TX Limited 3.0D ";"Mahbubnagar";"2007";"1111";"Diesel";"3000";"Automatic";"3550000"
"Mitsubishi";"Pajero";"Exceed 3.5 ";"Mahbubnagar";"1998";"157000";"Petrol";"3500";"Automatic";"3200000"
"Toyota";"Land Cruiser";"VX Limited 4.2D ";"Mahbubnagar";"1993";"99999";"Diesel";"4200";"Automatic";"4500000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2018";"80000";"Petrol";"1300";"Manual";"3650000"
"Suzuki";"Alto";"VX (CNG) ";"Mahbubnagar";"2011";"150000";"CNG";"1000";"Manual";"1100000"
"Toyota";"Rush";"G L Package ";"Mahbubnagar";"2010";"170000";"Petrol";"1500";"Automatic";"3850000"
"Daihatsu";"Cuore";"CX Eco ";"Mahbubnagar";"2002";"100000";"Petrol";"800";"Manual";"665000"
"KIA";"Sportage";"FWD ";"Mahbubnagar";"2020";"48000";"Petrol";"1999";"Automatic";"6880000"
"Suzuki";"Baleno";"GTi 1.6 ";"Mahbubnagar";"2001";"12345";"Petrol";"1600";"Manual";"1050000"
"Mitsubishi";"Pajero";"Exceed 3.5 ";"Mahbubnagar";"1994";"245000";"Petrol";"3500";"Automatic";"3200000"
"Chery";"Tiggo";"1.6 DEX Plus ";"Mahbubnagar";"2023";"1";"Petrol";"1598";"Automatic";"10600000"
"Chery";"Tiggo";"1.6 DEX Plus ";"Mahbubnagar";"2023";"1";"Petrol";"1598";"Automatic";"10600000"
"Suzuki";"Cultus";"VXR ";"Mahbubnagar";"2017";"146000";"Petrol";"1000";"Manual";"2350000"
"Daihatsu";"Mira";"L ";"Mahbubnagar";"2020";"13000";"Petrol";"660";"Automatic";"3600000"
"Suzuki";"Mehran";"VX Euro II ";"Mahbubnagar";"2015";"63000";"Petrol";"800";"Manual";"1100000"
"Suzuki";"Swift";"DLX 1.3 Navigation  ";"Mahbubnagar";"2018";"170000";"Petrol";"1300";"Manual";"2380000"
"Suzuki";"Alto";"VXR ";"Mahbubnagar";"2022";"10000";"Petrol";"660";"Manual";"2580000"
"Suzuki";"Alto";"VXR ";"Mahbubnagar";"2012";"12345";"Petrol";"1000";"Manual";"1155000"
"Toyota";"Corolla";"Altis Automatic 1.8 ";"Mahbubnagar";"2007";"132000";"Petrol";"1800";"Automatic";"2350000"
"Honda";"City";"Aspire Prosmatec 1.5 i-VTEC ";"Mahbubnagar";"2020";"66000";"Petrol";"1500";"Automatic";"4260000"
"Range";"Rover Sport";"HSE ";"Mahbubnagar";"2006";"86000";"Petrol";"4400";"Automatic";"15000000"
"Toyota";"Corolla";"GLi 1.3 VVTi ";"Mahbubnagar";"2012";"100000";"Petrol";"1300";"Manual";"2770000"
"Suzuki";"APV";"GLX ";"Mahbubnagar";"2014";"119840";"Petrol";"1600";"Manual";"3100000"
"Honda";"Civic";"VTi Prosmatec 1.8 i-VTEC ";"Mahbubnagar";"2011";"130000";"Petrol";"1800";"Automatic";"2450000"
"Suzuki";"Mehran";"VX ";"Mahbubnagar";"2010";"100000";"Petrol";"800";"Manual";"760000"
"Honda";"Civic";"1.8 i-VTEC CVT ";"Mahbubnagar";"2017";"125000";"Petrol";"1800";"Automatic";"5500000"
"Honda";"City";"1.5 i-VTEC Prosmatec ";"Mahbubnagar";"2021";"42000";"Petrol";"1500";"Automatic";"4600000"
"Suzuki";"Baleno";"JXL ";"Mahbubnagar";"2005";"300000";"Petrol";"1300";"Manual";"935000"
"Toyota";"Aqua";"L ";"Mahbubnagar";"2014";"185000";"Hybrid";"1500";"Automatic";"4200000"
"Suzuki";"Swift";"DLX 1.3 ";"Mahbubnagar";"2013";"151000";"Petrol";"1300";"Manual";"2050000"
"Honda";"City";"1.3 i-VTEC Prosmatec ";"Mahbubnagar";"2021";"90000";"Petrol";"1300";"Automatic";"4025000"
"Honda";"Vezel";"X Honda Sensing ";"Mahbubnagar";"2015";"100000";"Petrol";"1500";"Automatic";"5700000"
"Honda";"BR-V";"i-VTEC S ";"Mahbubnagar";"2022";"3400";"Petrol";"1500";"Automatic";"6100000"
"Honda";"City";"1.3 i-VTEC Prosmatec ";"Mahbubnagar";"2016";"157000";"Petrol";"1300";"Automatic";"3500000"
"Changan";"Alsvin";"1.5L DCT Lumiere ";"Mahbubnagar";"2023";"1";"Petrol";"1500";"Automatic";"4999000"
"Toyota";"Corolla";"XLi VVTi ";"Mahbubnagar";"2015";"165000";"Petrol";"1300";"Manual";"2700000"
"Suzuki";"Mehran";"VX ";"Mahbubnagar";"1999";"5899";"Petrol";"800";"Manual";"590000"
"Suzuki";"Mehran";"VXR ";"Mahbubnagar";"2002";"23000";"Petrol";"800";"Manual";"480000"
"Honda";"City";"1.5L ASPIRE M/T ";"Mahbubnagar";"2022";"30000";"Petrol";"1497";"Manual";"5400000"
"Toyota";"Corolla";"Altis SR Cruisetronic 1.6 ";"Mahbubnagar";"2013";"135000";"Petrol";"1600";"Automatic";"3800000"
"Toyota";"Belta";"X 1.3 ";"Mahbubnagar";"2008";"120000";"Petrol";"1300";"Automatic";"2575000"
"Honda";"Civic";"1.5 RS Turbo ";"Mahbubnagar";"2020";"45000";"Petrol";"1500";"Automatic";"7400000"
"Honda";"Civic Rebirth";"Oriel Prosmatec UG ";"Mahbubnagar";"2014";"102500";"Petrol";"1800";"Automatic";"4000000"
"Toyota";"Corolla";"Altis Automatic 1.6 ";"Mahbubnagar";"2019";"78000";"Petrol";"1600";"Automatic";"4875000"
"Toyota";"Yaris";"ATIV X CVT 1.5 ";"Mahbubnagar";"2021";"49000";"Petrol";"1500";"Automatic";"4975000"
"Audi";"A";"1.2 TFSI Exclusive Line ";"Mahbubnagar";"2015";"88500";"Petrol";"1200";"Automatic";"6590000"
"Honda";"Civic";"1.8 i-VTEC CVT ";"Mahbubnagar";"2020";"44000";"Petrol";"1800";"Automatic";"6400000"
"Honda";"Civic Rebirth";"VTi Prosmatec 1.8 i-VTEC ";"Mahbubnagar";"2013";"70000";"Petrol";"1800";"Automatic";"3600000"
"Suzuki";"Mehran";"VX Euro II Limited Edition ";"Mahbubnagar";"2012";"70000";"Petrol";"796";"Manual";"980000"
"Toyota";"Surf";"SSR-G 3.0D ";"Mahbubnagar";"1998";"200000";"Diesel";"3000";"Automatic";"4500000"
"Toyota";"Passo";"X L Package S  ";"Mahbubnagar";"2017";"39500";"Petrol";"100";"Automatic";"3850000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2018";"45000";"Petrol";"1300";"Manual";"3950000"
"Toyota";"Land Cruiser";"VX Limited 4.2D ";"Mahbubnagar";"1999";"155000";"Diesel";"4200";"Automatic";"7499000"
"Suzuki";"Cultus";"VXRi ";"Mahbubnagar";"2012";"100";"Petrol";"1000";"Manual";"1300000"
"Toyota";"Prado";"TZ 3.0D ";"Mahbubnagar";"1996";"186000";"Diesel";"3000";"Automatic";"4500000"
"Honda";"City";"1.2L M/T ";"Mahbubnagar";"2022";"5000";"Petrol";"1200";"Manual";"4650000"
"Toyota";"Passo";"X G Package ";"Mahbubnagar";"2015";"70000";"Petrol";"1000";"Automatic";"2800000"
"Hyundai";"Tucson";"AWD A/T Ultimate ";"Mahbubnagar";"2023";"4900";"Petrol";"2000";"Automatic";"9675000"
"Toyota";"Prius";"G 1.8 ";"Mahbubnagar";"2012";"149440";"Petrol";"1800";"Automatic";"5500000"
"Toyota";"Passo";"X G Package ";"Mahbubnagar";"2016";"104000";"Petrol";"1000";"Automatic";"3250000"
"Honda";"City";"1.3 i-VTEC ";"Mahbubnagar";"2013";"57000";"Petrol";"1300";"Manual";"3180000"
"Toyota";"Hilux";"SR5 ";"Mahbubnagar";"2006";"164000";"Diesel";"3000";"Manual";"4195000"
"Changan";"Alsvin";"1.5L DCT Lumiere ";"Mahbubnagar";"2023";"5900";"Petrol";"1500";"Automatic";"4850000"
